Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date,Year,Month,Gender,Units Purchased,Price per Unit (₹),Brand Name,Country,State
Glossier,Cleanser,581.55,2.8,69,Acne-prone,46-55,Bakuchiol,Tea Tree Oil,Sensitivity,2/24/2025,2025,February,Female,3,193.85,Glossier,India,Delhi
La Roche-Posay,Eye Cream,2407.94,5,182,Dry,18-25,Niacinamide,Kojic Acid,Dark spots,1/19/2025,2025,January,Female,5,481.588,La Roche-Posay,India,Delhi
Olay,Eye Cream,2603.88,5,169,Acne-prone,56+,Titanium Dioxide,Zinc Oxide,Redness,11/15/2024,2024,November,Female,2,1301.94,Olay,USA,Ohio
Youth to the People,Facial Oil,1253.96,4.8,16,Sensitive,46-55,Lactic Acid,Peptides,Uneven texture,1/24/2024,2024,January,Female,4,313.49,Youth to the People,USA,Los Angeles
La Roche-Posay,Serum,1790.54,4.2,83,Dry,46-55,Azelaic Acid,Vitamin C,Sensitivity,12/30/2024,2024,December,Female,5,358.108,La Roche-Posay,India,Delhi
Fresh,Night Cream,1997.2,5,10,Combination,18-25,Squalane,Ceramides,Sensitivity,5/28/2025,2025,May,Male,4,499.3,Fresh,India,Delhi
Kiehl's,Toner,2041.39,4.3,20,Oily,18-25,Lactic Acid,Jojoba Oil,Pores,9/16/2024,2024,September,Female,4,510.3475,Kiehl's,USA,New York
Olay,Face Mask,437.49,3.3,119,Dry,56+,Ceramides,Benzoyl Peroxide,Hyperpigmentation,11/25/2023,2023,November,Male,2,218.745,Olay,USA,Ohio
Estee Lauder,Night Cream,5189.21,5,91,Oily,18-25,Glycolic Acid,Retinol,Fine lines,2/7/2024,2024,February,Female,3,1729.736667,Estee Lauder,USA,New York
La Roche-Posay,Sunscreen,923.48,2.7,2,Oily,26-35,Peptides,Salicylic Acid,Pores,11/30/2023,2023,November,Male,2,461.74,La Roche-Posay,India,Delhi
The Ordinary,Cleanser,909.69,3.2,249,Acne-prone,36-45,Glycolic Acid,Peptides,Dryness,2/26/2025,2025,February,Male,5,181.938,The Ordinary,Canada,Toronto
Glossier,Sunscreen,1228.77,4.2,17,Dry,18-25,Jojoba Oil,Hyaluronic Acid,Acne,6/20/2025,2025,June,Female,5,245.754,Glossier,India,Delhi
L'Oreal,Facial Oil,2484.97,5,22,Dry,36-45,Vitamin C,Alpha Arbutin,Dullness,10/4/2023,2023,October,Female,5,496.994,L'Oreal,France,Paris
Glossier,Exfoliant,1467.01,4.6,117,Normal,26-35,Zinc Oxide,Retinol,Uneven texture,8/9/2024,2024,August,Female,2,733.505,Glossier,India,Delhi
Drunk Elephant,Serum,4056.99,5,81,Normal,46-55,Alpha Arbutin,Niacinamide,Hyperpigmentation,9/17/2025,2025,September,Male,4,1014.2475,Drunk Elephant,India,Delhi
Neutrogena,Cleanser,653.52,2.4,228,Oily,46-55,Tea Tree Oil,Kojic Acid,Redness,4/25/2024,2024,April,Female,4,163.38,Neutrogena,USA,Los Angeles
Tatcha,Toner,1800.6,4,19,Oily,56+,Jojoba Oil,Bakuchiol,Hyperpigmentation,12/27/2023,2023,December,Male,1,1800.6,Tatcha,India,Delhi
Rare Beauty,Facial Oil,1225.22,3.6,63,Acne-prone,56+,Hyaluronic Acid,Kojic Acid,Redness,5/29/2025,2025,May,Male,5,245.044,Rare Beauty,USA,California
Fenty Beauty,Night Cream,2484.82,5,126,Sensitive,36-45,Lactic Acid,Azelaic Acid,Uneven texture,4/21/2024,2024,April,Male,4,621.205,Fenty Beauty,India,Delhi
Drunk Elephant,Toner,999.38,4.3,58,Sensitive,26-35,Retinol,Zinc Oxide,Oiliness,7/11/2025,2025,July,Female,1,999.38,Drunk Elephant,India,Delhi
Aveeno,Toner,566.29,2.9,209,Oily,46-55,Azelaic Acid,Retinol,Pores,7/8/2025,2025,July,Female,4,141.5725,Aveeno,India,Delhi
Neutrogena,Serum,2106.45,3.5,21,Oily,18-25,Zinc Oxide,Peptides,Redness,8/6/2024,2024,August,Male,5,421.29,Neutrogena,USA,Los Angeles
L'Oreal,Cleanser,692.69,3.8,175,Dry,46-55,Ceramides,Kojic Acid,Oiliness,5/1/2025,2025,May,Male,3,230.8966667,L'Oreal,France,Paris
L'Oreal,Eye Cream,2000.95,5,140,Combination,36-45,Kojic Acid,Glycolic Acid,Dullness,11/22/2024,2024,November,Female,5,400.19,L'Oreal,France,Paris
Skinceuticals,Eye Cream,2224.91,5,82,Sensitive,56+,Titanium Dioxide,Glycolic Acid,Pores,9/17/2024,2024,September,Male,2,1112.455,Skinceuticals,India,Delhi
Fresh,Moisturizer,1840.6,4.1,187,Dry,36-45,Squalane,Retinol,Dullness,2/22/2025,2025,February,Female,4,460.15,Fresh,India,Delhi
La Roche-Posay,Serum,1263.83,3.8,43,Combination,18-25,Benzoyl Peroxide,Peptides,Anti-aging,5/27/2024,2024,May,Male,4,315.9575,La Roche-Posay,India,Delhi
Origins,Exfoliant,2083.31,4.1,383,Normal,36-45,Peptides,Jojoba Oil,Acne,11/20/2023,2023,November,Female,2,1041.655,Origins,India,Delhi
Origins,Exfoliant,1059.15,4.7,142,Oily,46-55,Peptides,Salicylic Acid,Acne,4/27/2024,2024,April,Male,2,529.575,Origins,India,Delhi
Kiehl's,Night Cream,4081.8,5,20,Dry,36-45,Kojic Acid,Peptides,Sensitivity,10/1/2024,2024,October,Female,3,1360.6,Kiehl's,USA,New York
Fenty Beauty,Eye Cream,1487.26,4.6,203,Sensitive,26-35,Niacinamide,Salicylic Acid,Sensitivity,9/19/2025,2025,September,Male,4,371.815,Fenty Beauty,India,Delhi
The Ordinary,Face Mask,496.55,3.4,37,Combination,36-45,Salicylic Acid,Vitamin C,Hyperpigmentation,8/16/2025,2025,August,Female,4,124.1375,The Ordinary,Canada,Toronto
Clinique,Night Cream,4318.73,5,33,Dry,18-25,Peptides,Retinol,Pores,2/19/2024,2024,February,Female,3,1439.576667,Clinique,USA,Chicago
Glossier,Cleanser,793.34,4.8,167,Acne-prone,56+,Vitamin C,Salicylic Acid,Anti-aging,10/13/2024,2024,October,Male,1,793.34,Glossier,India,Delhi
Olay,Toner,711,3.4,206,Dry,18-25,Ceramides,Peptides,Sensitivity,11/4/2024,2024,November,Male,3,237,Olay,USA,Ohio
CeraVe,Facial Oil,1647.28,4.4,63,Dry,26-35,Azelaic Acid,Hyaluronic Acid,Hyperpigmentation,3/30/2025,2025,March,Female,5,329.456,CeraVe,India,Delhi
Youth to the People,Serum,1199.72,3.9,52,Oily,26-35,Bakuchiol,Kojic Acid,Anti-aging,7/12/2025,2025,July,Male,4,299.93,Youth to the People,USA,Los Angeles
Clinique,Moisturizer,2437.99,4.7,154,Combination,18-25,Squalane,Peptides,Anti-aging,11/21/2023,2023,November,Female,2,1218.995,Clinique,USA,Chicago
Olay,Cleanser,960.33,3.2,141,Dry,46-55,Salicylic Acid,Benzoyl Peroxide,Acne,9/22/2023,2023,September,Male,5,192.066,Olay,USA,Ohio
Olay,Sunscreen,1269.04,3.1,93,Combination,46-55,Kojic Acid,Salicylic Acid,Oiliness,12/1/2024,2024,December,Female,4,317.26,Olay,USA,Ohio
The Ordinary,Exfoliant,2317.21,3,35,Oily,56+,Lactic Acid,Benzoyl Peroxide,Pores,10/6/2024,2024,October,Female,3,772.4033333,The Ordinary,Canada,Toronto
Glossier,Face Mask,794.44,3.6,43,Dry,56+,Glycolic Acid,Jojoba Oil,Oiliness,2/28/2024,2024,February,Female,5,158.888,Glossier,India,Delhi
La Roche-Posay,Moisturizer,1839.63,4.3,14,Dry,18-25,Titanium Dioxide,Retinol,Anti-aging,12/28/2023,2023,December,Female,4,459.9075,La Roche-Posay,India,Delhi
Skinceuticals,Exfoliant,2221.96,5,5,Normal,36-45,Salicylic Acid,Retinol,Anti-aging,8/5/2024,2024,August,Female,1,2221.96,Skinceuticals,India,Delhi
Olay,Serum,2563.98,4.7,23,Acne-prone,18-25,Retinol,Zinc Oxide,Anti-aging,8/12/2025,2025,August,Female,1,2563.98,Olay,USA,Ohio
Clinique,Serum,3555.43,4.4,75,Normal,56+,Salicylic Acid,Hyaluronic Acid,Pores,5/27/2025,2025,May,Male,2,1777.715,Clinique,USA,Chicago
Kiehl's,Serum,3078.51,5,28,Combination,26-35,Lactic Acid,Peptides,Dullness,8/13/2025,2025,August,Male,4,769.6275,Kiehl's,USA,New York
Glossier,Moisturizer,1946.03,5,203,Oily,18-25,Benzoyl Peroxide,Peptides,Dryness,4/16/2025,2025,April,Male,1,1946.03,Glossier,India,Delhi
Drunk Elephant,Facial Oil,2909.77,4.9,74,Normal,18-25,Lactic Acid,Niacinamide,Uneven texture,9/12/2025,2025,September,Female,3,969.9233333,Drunk Elephant,India,Delhi
CeraVe,Sunscreen,1013.47,4.3,44,Normal,56+,Tea Tree Oil,Glycolic Acid,Dullness,10/9/2024,2024,October,Female,4,253.3675,CeraVe,India,Delhi
Tatcha,Serum,2737.98,5,141,Dry,56+,Ceramides,Zinc Oxide,Oiliness,3/18/2024,2024,March,Female,3,912.66,Tatcha,India,Delhi
Fresh,Face Mask,427.56,2.6,17,Normal,46-55,Bakuchiol,Azelaic Acid,Hyperpigmentation,6/23/2024,2024,June,Female,3,142.52,Fresh,India,Delhi
The Ordinary,Serum,2020.43,3.8,197,Normal,46-55,Glycolic Acid,Zinc Oxide,Acne,2/8/2024,2024,February,Male,1,2020.43,The Ordinary,Canada,Toronto
Olay,Facial Oil,2185.45,5,139,Normal,56+,Hyaluronic Acid,Retinol,Sensitivity,11/26/2024,2024,November,Male,4,546.3625,Olay,USA,Ohio
Rare Beauty,Toner,1323.72,3.5,9,Acne-prone,18-25,Benzoyl Peroxide,Jojoba Oil,Dark spots,9/7/2024,2024,September,Female,5,264.744,Rare Beauty,USA,California
Estee Lauder,Eye Cream,3129.73,4.4,29,Oily,26-35,Squalane,Zinc Oxide,Fine lines,3/9/2024,2024,March,Male,1,3129.73,Estee Lauder,USA,New York
Glossier,Cleanser,750.73,3.8,102,Sensitive,18-25,Tea Tree Oil,Zinc Oxide,Hyperpigmentation,2/4/2025,2025,February,Male,1,750.73,Glossier,India,Delhi
Kiehl's,Serum,1907.67,5,23,Acne-prone,26-35,Zinc Oxide,Jojoba Oil,Anti-aging,4/17/2025,2025,April,Female,4,476.9175,Kiehl's,USA,New York
Fresh,Night Cream,3130.22,4.2,23,Oily,36-45,Lactic Acid,Alpha Arbutin,Dryness,8/30/2025,2025,August,Male,4,782.555,Fresh,India,Delhi
Youth to the People,Facial Oil,1998.69,3.9,26,Sensitive,56+,Squalane,Azelaic Acid,Dryness,8/5/2024,2024,August,Female,3,666.23,Youth to the People,USA,Los Angeles
Origins,Sunscreen,928.45,4,28,Combination,46-55,Titanium Dioxide,Salicylic Acid,Uneven texture,10/4/2024,2024,October,Male,4,232.1125,Origins,India,Delhi
Neutrogena,Eye Cream,2169.61,4.2,23,Acne-prone,26-35,Salicylic Acid,Tea Tree Oil,Dryness,10/7/2024,2024,October,Female,3,723.2033333,Neutrogena,USA,Los Angeles
Tatcha,Sunscreen,1603.51,3.9,190,Normal,56+,Retinol,Vitamin C,Uneven texture,1/17/2025,2025,January,Female,1,1603.51,Tatcha,India,Delhi
L'Oreal,Exfoliant,1425.05,3.9,91,Oily,26-35,Benzoyl Peroxide,Niacinamide,Dullness,5/1/2025,2025,May,Female,2,712.525,L'Oreal,France,Paris
Kiehl's,Moisturizer,1838.97,4.1,5,Acne-prone,36-45,Kojic Acid,Benzoyl Peroxide,Fine lines,11/23/2023,2023,November,Female,5,367.794,Kiehl's,USA,New York
Olay,Facial Oil,1665.32,4.1,57,Dry,46-55,Retinol,Squalane,Redness,10/13/2023,2023,October,Male,1,1665.32,Olay,USA,Ohio
Rare Beauty,Moisturizer,1766,3.9,71,Normal,46-55,Bakuchiol,Alpha Arbutin,Acne,10/5/2024,2024,October,Female,4,441.5,Rare Beauty,USA,California
Estee Lauder,Cleanser,1126.96,4.4,35,Combination,18-25,Bakuchiol,Alpha Arbutin,Anti-aging,2/7/2024,2024,February,Female,5,225.392,Estee Lauder,USA,New York
Kiehl's,Serum,2514.68,4.6,76,Sensitive,36-45,Alpha Arbutin,Jojoba Oil,Dullness,9/3/2024,2024,September,Female,2,1257.34,Kiehl's,USA,New York
Tatcha,Exfoliant,3013.89,4.8,32,Oily,18-25,Squalane,Glycolic Acid,Dark spots,7/18/2025,2025,July,Male,2,1506.945,Tatcha,India,Delhi
Aveeno,Exfoliant,2057.25,4.7,14,Combination,56+,Vitamin C,Squalane,Pores,4/12/2024,2024,April,Female,3,685.75,Aveeno,India,Delhi
Paula's Choice,Night Cream,3316.72,5,129,Oily,26-35,Ceramides,Salicylic Acid,Dryness,6/18/2025,2025,June,Male,5,663.344,Paula's Choice,India,Delhi
Glossier,Sunscreen,701.85,3.7,87,Sensitive,26-35,Kojic Acid,Peptides,Fine lines,12/31/2024,2024,December,Female,3,233.95,Glossier,India,Delhi
Rare Beauty,Night Cream,2785.82,5,132,Sensitive,56+,Alpha Arbutin,Glycolic Acid,Pores,2/15/2025,2025,February,Male,1,2785.82,Rare Beauty,USA,California
Youth to the People,Serum,2597.55,5,346,Acne-prone,46-55,Ceramides,Kojic Acid,Dark spots,12/21/2024,2024,December,Male,5,519.51,Youth to the People,USA,Los Angeles
CeraVe,Exfoliant,1147.09,2.4,898,Oily,56+,Alpha Arbutin,Niacinamide,Anti-aging,10/25/2024,2024,October,Female,1,1147.09,CeraVe,India,Delhi
Origins,Toner,1299.89,3.1,104,Sensitive,26-35,Retinol,Salicylic Acid,Redness,9/16/2025,2025,September,Male,3,433.2966667,Origins,India,Delhi
Youth to the People,Toner,1133.76,3.2,113,Normal,26-35,Bakuchiol,Niacinamide,Pores,8/14/2024,2024,August,Female,5,226.752,Youth to the People,USA,Los Angeles
Fresh,Cleanser,583.69,2.5,30,Dry,18-25,Retinol,Benzoyl Peroxide,Redness,10/8/2023,2023,October,Female,3,194.5633333,Fresh,India,Delhi
La Roche-Posay,Facial Oil,1835.28,4.4,28,Sensitive,26-35,Jojoba Oil,Kojic Acid,Dryness,8/28/2025,2025,August,Female,5,367.056,La Roche-Posay,India,Delhi
Tatcha,Sunscreen,1819.9,4.4,11,Sensitive,26-35,Squalane,Ceramides,Oiliness,5/13/2025,2025,May,Male,3,606.6333333,Tatcha,India,Delhi
La Roche-Posay,Facial Oil,2116.09,5,5,Normal,46-55,Niacinamide,Peptides,Anti-aging,5/29/2024,2024,May,Male,2,1058.045,La Roche-Posay,India,Delhi
Clinique,Sunscreen,1094.91,3.7,95,Normal,36-45,Azelaic Acid,Squalane,Uneven texture,1/23/2025,2025,January,Female,3,364.97,Clinique,USA,Chicago
CeraVe,Eye Cream,2344.82,3.9,99,Normal,56+,Tea Tree Oil,Zinc Oxide,Fine lines,1/6/2025,2025,January,Female,2,1172.41,CeraVe,India,Delhi
Estee Lauder,Night Cream,3005.74,5,83,Dry,26-35,Ceramides,Retinol,Pores,5/11/2025,2025,May,Male,3,1001.913333,Estee Lauder,USA,New York
Skinceuticals,Facial Oil,3017.16,5,72,Dry,46-55,Peptides,Vitamin C,Fine lines,3/19/2025,2025,March,Female,5,603.432,Skinceuticals,India,Delhi
Estee Lauder,Face Mask,973.88,3.9,274,Dry,26-35,Alpha Arbutin,Ceramides,Uneven texture,10/14/2024,2024,October,Female,5,194.776,Estee Lauder,USA,New York
Kiehl's,Night Cream,3306.19,5,28,Dry,18-25,Benzoyl Peroxide,Alpha Arbutin,Pores,10/19/2023,2023,October,Female,5,661.238,Kiehl's,USA,New York
The Ordinary,Face Mask,586.91,5,218,Dry,56+,Lactic Acid,Benzoyl Peroxide,Sensitivity,2/18/2025,2025,February,Male,4,146.7275,The Ordinary,Canada,Toronto
Drunk Elephant,Serum,3051.61,4.9,105,Oily,26-35,Ceramides,Glycolic Acid,Hyperpigmentation,5/26/2025,2025,May,Male,1,3051.61,Drunk Elephant,India,Delhi
Rare Beauty,Exfoliant,2199.92,4.2,45,Dry,18-25,Squalane,Niacinamide,Hyperpigmentation,11/20/2023,2023,November,Male,5,439.984,Rare Beauty,USA,California
Origins,Face Mask,731.4,4.2,30,Oily,36-45,Ceramides,Kojic Acid,Oiliness,12/12/2024,2024,December,Female,2,365.7,Origins,India,Delhi
La Roche-Posay,Cleanser,663.3,3.3,2,Dry,18-25,Ceramides,Jojoba Oil,Redness,4/9/2024,2024,April,Female,5,132.66,La Roche-Posay,India,Delhi
The Ordinary,Night Cream,3187.14,5,14,Combination,46-55,Hyaluronic Acid,Alpha Arbutin,Dryness,5/11/2024,2024,May,Female,4,796.785,The Ordinary,Canada,Toronto
Clinique,Sunscreen,1336.32,4.6,37,Sensitive,56+,Kojic Acid,Tea Tree Oil,Uneven texture,8/15/2024,2024,August,Male,2,668.16,Clinique,USA,Chicago
Kiehl's,Cleanser,1222.04,3.6,27,Normal,26-35,Azelaic Acid,Ceramides,Dryness,6/13/2024,2024,June,Female,4,305.51,Kiehl's,USA,New York
Rare Beauty,Moisturizer,2098.63,5,8,Acne-prone,36-45,Bakuchiol,Niacinamide,Acne,1/7/2024,2024,January,Female,2,1049.315,Rare Beauty,USA,California
Fenty Beauty,Toner,1156.15,4.5,32,Normal,46-55,Hyaluronic Acid,Alpha Arbutin,Dullness,6/4/2025,2025,June,Female,3,385.3833333,Fenty Beauty,India,Delhi
The Ordinary,Face Mask,481.35,3.2,22,Acne-prone,46-55,Salicylic Acid,Alpha Arbutin,Dark spots,11/11/2024,2024,November,Female,1,481.35,The Ordinary,Canada,Toronto
Youth to the People,Eye Cream,2559.47,5,308,Normal,46-55,Bakuchiol,Salicylic Acid,Dryness,10/8/2023,2023,October,Male,1,2559.47,Youth to the People,USA,Los Angeles
Kiehl's,Moisturizer,2003.49,5,64,Combination,46-55,Zinc Oxide,Lactic Acid,Pores,12/19/2024,2024,December,Male,4,500.8725,Kiehl's,USA,New York
Olay,Cleanser,565.85,4,33,Combination,36-45,Jojoba Oil,Lactic Acid,Acne,12/21/2023,2023,December,Female,1,565.85,Olay,USA,Ohio
Origins,Sunscreen,948.67,2.8,11,Oily,18-25,Glycolic Acid,Alpha Arbutin,Sensitivity,11/25/2024,2024,November,Male,4,237.1675,Origins,India,Delhi
Origins,Night Cream,2726.91,4.9,283,Sensitive,56+,Niacinamide,Alpha Arbutin,Dark spots,5/31/2025,2025,May,Male,4,681.7275,Origins,India,Delhi
Glossier,Moisturizer,996.93,3.5,49,Normal,18-25,Benzoyl Peroxide,Alpha Arbutin,Acne,8/10/2025,2025,August,Female,4,249.2325,Glossier,India,Delhi
Paula's Choice,Moisturizer,1924.23,3.9,4,Sensitive,26-35,Squalane,Niacinamide,Oiliness,6/7/2025,2025,June,Female,1,1924.23,Paula's Choice,India,Delhi
Estee Lauder,Face Mask,719.65,4,24,Acne-prone,36-45,Ceramides,Squalane,Oiliness,12/22/2023,2023,December,Male,4,179.9125,Estee Lauder,USA,New York
Paula's Choice,Night Cream,1925.62,5,12,Combination,26-35,Squalane,Kojic Acid,Pores,8/8/2025,2025,August,Female,1,1925.62,Paula's Choice,India,Delhi
Origins,Eye Cream,1318.49,4.2,163,Dry,26-35,Niacinamide,Ceramides,Sensitivity,1/4/2025,2025,January,Male,4,329.6225,Origins,India,Delhi
CeraVe,Moisturizer,2012.14,3.8,121,Combination,18-25,Peptides,Jojoba Oil,Hyperpigmentation,6/25/2025,2025,June,Female,5,402.428,CeraVe,India,Delhi
L'Oreal,Sunscreen,1485.25,4.5,258,Oily,18-25,Peptides,Kojic Acid,Dryness,7/29/2024,2024,July,Male,4,371.3125,L'Oreal,France,Paris
Youth to the People,Eye Cream,2478.38,4,127,Combination,36-45,Alpha Arbutin,Niacinamide,Sensitivity,5/30/2025,2025,May,Female,2,1239.19,Youth to the People,USA,Los Angeles
Paula's Choice,Cleanser,960.81,4.4,117,Normal,18-25,Niacinamide,Alpha Arbutin,Dryness,4/23/2024,2024,April,Male,4,240.2025,Paula's Choice,India,Delhi
Glossier,Serum,1378.43,4.2,40,Normal,18-25,Zinc Oxide,Ceramides,Acne,10/29/2023,2023,October,Male,3,459.4766667,Glossier,India,Delhi
Drunk Elephant,Facial Oil,3784.64,5,533,Sensitive,56+,Benzoyl Peroxide,Squalane,Pores,4/16/2025,2025,April,Male,4,946.16,Drunk Elephant,India,Delhi
La Roche-Posay,Cleanser,898.07,3.1,21,Oily,26-35,Titanium Dioxide,Glycolic Acid,Sensitivity,7/21/2024,2024,July,Female,2,449.035,La Roche-Posay,India,Delhi
Skinceuticals,Exfoliant,1786.55,4.7,5,Combination,36-45,Jojoba Oil,Alpha Arbutin,Redness,9/29/2023,2023,September,Male,2,893.275,Skinceuticals,India,Delhi
Drunk Elephant,Sunscreen,1974.92,5,320,Acne-prone,56+,Lactic Acid,Jojoba Oil,Dryness,8/14/2025,2025,August,Male,1,1974.92,Drunk Elephant,India,Delhi
Youth to the People,Eye Cream,1866.24,5,106,Oily,46-55,Tea Tree Oil,Glycolic Acid,Anti-aging,5/26/2024,2024,May,Female,5,373.248,Youth to the People,USA,Los Angeles
Origins,Moisturizer,932.21,3.8,9,Normal,26-35,Tea Tree Oil,Lactic Acid,Dullness,10/2/2023,2023,October,Female,4,233.0525,Origins,India,Delhi
Kiehl's,Toner,1902.14,4.7,571,Oily,46-55,Zinc Oxide,Ceramides,Uneven texture,6/3/2025,2025,June,Male,1,1902.14,Kiehl's,USA,New York
La Roche-Posay,Night Cream,2094.27,4.4,97,Combination,56+,Bakuchiol,Alpha Arbutin,Fine lines,5/20/2024,2024,May,Male,5,418.854,La Roche-Posay,India,Delhi
Origins,Facial Oil,1927.44,3.8,25,Oily,56+,Benzoyl Peroxide,Hyaluronic Acid,Oiliness,9/3/2025,2025,September,Female,4,481.86,Origins,India,Delhi
La Roche-Posay,Moisturizer,1826.75,3.8,7,Combination,46-55,Bakuchiol,Kojic Acid,Pores,7/15/2025,2025,July,Female,3,608.9166667,La Roche-Posay,India,Delhi
Tatcha,Serum,3031.05,5,4,Sensitive,26-35,Vitamin C,Alpha Arbutin,Hyperpigmentation,4/20/2025,2025,April,Female,4,757.7625,Tatcha,India,Delhi
Estee Lauder,Eye Cream,4115.3,5,106,Acne-prone,18-25,Glycolic Acid,Ceramides,Dark spots,2/24/2025,2025,February,Female,2,2057.65,Estee Lauder,USA,New York
Estee Lauder,Facial Oil,3399.83,5,163,Oily,18-25,Niacinamide,Vitamin C,Acne,6/20/2025,2025,June,Female,2,1699.915,Estee Lauder,USA,New York
La Roche-Posay,Toner,1156.52,3.5,224,Normal,46-55,Vitamin C,Salicylic Acid,Uneven texture,5/4/2025,2025,May,Male,3,385.5066667,La Roche-Posay,India,Delhi
Drunk Elephant,Facial Oil,3194.04,4.2,26,Dry,36-45,Salicylic Acid,Retinol,Hyperpigmentation,12/10/2024,2024,December,Female,1,3194.04,Drunk Elephant,India,Delhi
Estee Lauder,Face Mask,1468.91,3.7,77,Combination,56+,Salicylic Acid,Azelaic Acid,Acne,11/10/2024,2024,November,Male,5,293.782,Estee Lauder,USA,New York
Skinceuticals,Facial Oil,3110.18,5,49,Dry,36-45,Vitamin C,Azelaic Acid,Dryness,12/7/2023,2023,December,Male,4,777.545,Skinceuticals,India,Delhi
Aveeno,Cleanser,1068.32,3.7,36,Oily,26-35,Zinc Oxide,Azelaic Acid,Anti-aging,5/2/2025,2025,May,Male,2,534.16,Aveeno,India,Delhi
Fenty Beauty,Facial Oil,1588.33,4.6,253,Dry,18-25,Benzoyl Peroxide,Retinol,Dark spots,10/8/2023,2023,October,Female,1,1588.33,Fenty Beauty,India,Delhi
Kiehl's,Face Mask,1128.98,5,7,Normal,36-45,Benzoyl Peroxide,Bakuchiol,Sensitivity,2/2/2024,2024,February,Male,3,376.3266667,Kiehl's,USA,New York
L'Oreal,Cleanser,1037.27,4,125,Oily,46-55,Hyaluronic Acid,Bakuchiol,Hyperpigmentation,1/24/2024,2024,January,Male,2,518.635,L'Oreal,France,Paris
Clinique,Toner,1996.47,4.5,38,Combination,36-45,Niacinamide,Glycolic Acid,Dullness,6/21/2024,2024,June,Female,3,665.49,Clinique,USA,Chicago
CeraVe,Sunscreen,1483.22,3.8,499,Combination,26-35,Peptides,Squalane,Dark spots,10/23/2023,2023,October,Male,4,370.805,CeraVe,India,Delhi
CeraVe,Serum,2319.4,4.6,179,Acne-prone,18-25,Lactic Acid,Retinol,Fine lines,10/27/2024,2024,October,Male,5,463.88,CeraVe,India,Delhi
Youth to the People,Moisturizer,1770.8,5,34,Normal,56+,Niacinamide,Tea Tree Oil,Dullness,1/1/2024,2024,January,Female,2,885.4,Youth to the People,USA,Los Angeles
Neutrogena,Eye Cream,1772.86,5,31,Sensitive,26-35,Salicylic Acid,Azelaic Acid,Dark spots,6/14/2025,2025,June,Male,2,886.43,Neutrogena,USA,Los Angeles
Kiehl's,Cleanser,1044.07,4.9,4,Acne-prone,56+,Squalane,Ceramides,Dark spots,10/5/2023,2023,October,Male,4,261.0175,Kiehl's,USA,New York
Olay,Sunscreen,1273.54,4.1,254,Acne-prone,56+,Alpha Arbutin,Azelaic Acid,Acne,8/22/2025,2025,August,Male,1,1273.54,Olay,USA,Ohio
Rare Beauty,Serum,2189.79,4.2,83,Acne-prone,18-25,Zinc Oxide,Benzoyl Peroxide,Sensitivity,1/16/2024,2024,January,Female,5,437.958,Rare Beauty,USA,California
L'Oreal,Sunscreen,1589.94,4.2,52,Normal,56+,Niacinamide,Peptides,Fine lines,2/2/2025,2025,February,Female,2,794.97,L'Oreal,France,Paris
Glossier,Night Cream,1954.27,4.3,114,Combination,36-45,Niacinamide,Glycolic Acid,Fine lines,5/29/2025,2025,May,Female,5,390.854,Glossier,India,Delhi
Glossier,Facial Oil,2027.07,5,27,Normal,26-35,Kojic Acid,Titanium Dioxide,Redness,9/6/2025,2025,September,Male,2,1013.535,Glossier,India,Delhi
Glossier,Moisturizer,1923.39,5,104,Sensitive,26-35,Peptides,Kojic Acid,Anti-aging,6/28/2024,2024,June,Male,5,384.678,Glossier,India,Delhi
Skinceuticals,Cleanser,966.73,2.4,1433,Oily,36-45,Bakuchiol,Vitamin C,Anti-aging,7/7/2024,2024,July,Female,3,322.2433333,Skinceuticals,India,Delhi
The Ordinary,Sunscreen,915.97,2.9,22,Acne-prone,36-45,Niacinamide,Lactic Acid,Pores,10/17/2024,2024,October,Male,2,457.985,The Ordinary,Canada,Toronto
Paula's Choice,Exfoliant,1890.35,4.2,34,Combination,26-35,Vitamin C,Niacinamide,Uneven texture,1/28/2024,2024,January,Male,5,378.07,Paula's Choice,India,Delhi
Skinceuticals,Face Mask,767.6,4.8,136,Combination,46-55,Ceramides,Peptides,Dryness,11/9/2024,2024,November,Female,1,767.6,Skinceuticals,India,Delhi
Olay,Toner,697.15,3.1,69,Normal,36-45,Benzoyl Peroxide,Salicylic Acid,Redness,5/4/2025,2025,May,Female,3,232.3833333,Olay,USA,Ohio
Estee Lauder,Toner,1750.15,4.4,3,Acne-prone,26-35,Ceramides,Tea Tree Oil,Dryness,10/9/2023,2023,October,Male,3,583.3833333,Estee Lauder,USA,New York
Paula's Choice,Moisturizer,1828.89,4.7,16,Sensitive,18-25,Titanium Dioxide,Vitamin C,Fine lines,4/15/2025,2025,April,Male,1,1828.89,Paula's Choice,India,Delhi
The Ordinary,Cleanser,617.3,3.8,189,Acne-prone,46-55,Hyaluronic Acid,Titanium Dioxide,Redness,11/27/2024,2024,November,Male,5,123.46,The Ordinary,Canada,Toronto
